starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 19 17:56:03 2022	1642604163	15	17	32	14
Wed Jan 19 17:55:56 2022	1642604156	8	23	32	23
Wed Jan 19 17:55:57 2022	1642604157	8	24	32	20
Wed Jan 19 17:56:04 2022	1642604164	7	25	32	24
Wed Jan 19 17:55:55 2022	1642604155	7	24	32	24
Wed Jan 19 17:55:56 2022	1642604156	9	23	32	23
Wed Jan 19 17:55:58 2022	1642604158	6	26	32	17
Wed Jan 19 17:56:01 2022	1642604161	0	32	32	31
Wed Jan 19 17:55:57 2022	1642604157	7	25	32	22
Wed Jan 19 17:56:04 2022	1642604164	7	25	32	20
Wed Jan 19 17:55:54 2022	1642604154	3	29	32	23
Wed Jan 19 17:56:01 2022	1642604161	0	32	32	32
Wed Jan 19 17:55:56 2022	1642604156	8	24	32	24
Wed Jan 19 17:56:01 2022	1642604161	0	32	32	32
Wed Jan 19 17:56:03 2022	1642604163	20	12	32	8
Wed Jan 19 17:55:58 2022	1642604158	6	26	32	17
Wed Jan 19 17:56:05 2022	1642604165	8	24	32	23
Wed Jan 19 17:56:03 2022	1642604163	15	17	32	14
Wed Jan 19 17:56:05 2022	1642604165	12	20	32	19
Wed Jan 19 17:55:58 2022	1642604158	8	24	32	23
Wed Jan 19 17:56:04 2022	1642604164	19	13	32	12
Wed Jan 19 17:55:56 2022	1642604156	9	23	32	23
Wed Jan 19 17:56:04 2022	1642604164	20	12	32	11
Wed Jan 19 17:55:56 2022	1642604156	16	16	32	16
Wed Jan 19 17:55:56 2022	1642604156	14	18	32	17
Wed Jan 19 17:56:06 2022	1642604166	7	25	32	25
Wed Jan 19 17:55:55 2022	1642604155	19	13	32	12
Wed Jan 19 17:56:06 2022	1642604166	14	18	32	15
Wed Jan 19 17:55:58 2022	1642604158	15	17	32	15
Wed Jan 19 17:55:56 2022	1642604156	8	24	32	24
Wed Jan 19 17:55:57 2022	1642604157	9	23	32	20
Wed Jan 19 17:55:57 2022	1642604157	11	22	32	21
Wed Jan 19 17:56:01 2022	1642604161	14	18	32	18
Wed Jan 19 17:56:06 2022	1642604166	7	26	32	25
Wed Jan 19 17:56:04 2022	1642604164	8	25	32	13
Wed Jan 19 17:56:03 2022	1642604163	15	17	32	15
Wed Jan 19 17:55:55 2022	1642604155	8	25	32	24
Wed Jan 19 17:56:01 2022	1642604161	15	18	32	17
Wed Jan 19 17:56:04 2022	1642604164	7	25	32	20
Wed Jan 19 17:55:56 2022	1642604156	8	24	32	24
Wed Jan 19 17:56:04 2022	1642604164	9	23	32	15
Wed Jan 19 17:56:06 2022	1642604166	7	26	32	25
Wed Jan 19 17:56:02 2022	1642604162	13	19	32	16
Wed Jan 19 17:56:03 2022	1642604163	21	12	32	8
Wed Jan 19 17:56:03 2022	1642604163	15	17	32	14
Wed Jan 19 17:55:56 2022	1642604156	8	24	32	24
Wed Jan 19 17:56:07 2022	1642604167	18	14	32	11
Wed Jan 19 17:55:58 2022	1642604158	8	25	32	25
Wed Jan 19 17:55:57 2022	1642604157	14	18	32	12
Wed Jan 19 17:55:55 2022	1642604155	20	12	32	11
Wed Jan 19 17:55:58 2022	1642604158	15	17	33	15
Wed Jan 19 17:55:56 2022	1642604156	8	25	33	25
Wed Jan 19 17:55:54 2022	1642604154	4	28	33	23
Wed Jan 19 17:56:06 2022	1642604166	14	18	33	16
Wed Jan 19 17:55:56 2022	1642604156	0	32	33	30
Wed Jan 19 17:56:04 2022	1642604164	19	14	33	12
Wed Jan 19 17:56:03 2022	1642604163	20	13	33	8
Wed Jan 19 17:56:06 2022	1642604166	6	26	33	26
Wed Jan 19 17:56:01 2022	1642604161	15	18	33	17
Wed Jan 19 17:55:58 2022	1642604158	9	24	33	23
Wed Jan 19 17:56:06 2022	1642604166	1	32	33	20
Wed Jan 19 17:55:58 2022	1642604158	14	18	33	14
Wed Jan 19 17:55:57 2022	1642604157	9	23	33	20
Wed Jan 19 17:55:55 2022	1642604155	16	17	33	15
Wed Jan 19 17:56:06 2022	1642604166	6	26	33	26
Wed Jan 19 17:56:02 2022	1642604162	13	20	33	16
Wed Jan 19 17:55:54 2022	1642604154	4	29	33	23
Wed Jan 19 17:56:03 2022	1642604163	21	12	33	9
Wed Jan 19 17:56:06 2022	1642604166	9	24	33	21
Wed Jan 19 17:56:03 2022	1642604163	15	17	33	14
Wed Jan 19 17:56:04 2022	1642604164	13	20	33	16
Wed Jan 19 17:56:04 2022	1642604164	7	26	33	21
Wed Jan 19 17:56:06 2022	1642604166	6	27	33	26
Wed Jan 19 17:56:06 2022	1642604166	6	27	33	26
Wed Jan 19 17:56:04 2022	1642604164	7	26	33	13
Wed Jan 19 17:55:58 2022	1642604158	15	18	33	15
Wed Jan 19 17:56:01 2022	1642604161	16	17	33	11
Wed Jan 19 17:55:58 2022	1642604158	14	19	33	15
Wed Jan 19 17:56:04 2022	1642604164	13	20	33	16
Wed Jan 19 17:56:04 2022	1642604164	20	13	33	11
Wed Jan 19 17:55:58 2022	1642604158	4	29	33	24
Wed Jan 19 17:56:04 2022	1642604164	9	24	33	15
Wed Jan 19 17:55:56 2022	1642604156	8	25	33	25
Wed Jan 19 17:56:04 2022	1642604164	12	21	33	16
Wed Jan 19 17:56:01 2022	1642604161	15	18	33	17
Wed Jan 19 17:55:58 2022	1642604158	14	19	33	14
Wed Jan 19 17:55:58 2022	1642604158	15	18	33	15
Wed Jan 19 17:55:56 2022	1642604156	16	17	33	16
Wed Jan 19 17:56:06 2022	1642604166	14	19	33	16
Wed Jan 19 17:55:58 2022	1642604158	22	11	33	9
Wed Jan 19 17:56:06 2022	1642604166	14	19	33	16
Wed Jan 19 17:56:06 2022	1642604166	14	19	33	17
Wed Jan 19 17:56:03 2022	1642604163	20	13	33	8
Wed Jan 19 17:55:57 2022	1642604157	7	26	33	24
Wed Jan 19 17:56:06 2022	1642604166	15	18	33	16
Wed Jan 19 17:56:06 2022	1642604166	14	19	33	16
Wed Jan 19 17:56:06 2022	1642604166	6	27	33	27
Wed Jan 19 17:56:04 2022	1642604164	8	25	33	13
Wed Jan 19 17:56:06 2022	1642604166	6	27	33	27
Wed Jan 19 17:56:04 2022	1642604164	8	25	33	19
Wed Jan 19 17:56:04 2022	1642604164	7	26	33	12
Wed Jan 19 17:56:06 2022	1642604166	6	27	33	27
Wed Jan 19 17:56:03 2022	1642604163	21	12	33	9
Wed Jan 19 17:56:01 2022	1642604161	14	19	33	12
Wed Jan 19 17:55:57 2022	1642604157	11	22	33	22
Wed Jan 19 17:55:58 2022	1642604158	19	14	33	9
Wed Jan 19 17:55:56 2022	1642604156	8	26	33	25
Wed Jan 19 17:55:57 2022	1642604157	6	27	33	24
Wed Jan 19 17:56:02 2022	1642604162	13	20	33	16
Wed Jan 19 17:56:04 2022	1642604164	20	13	33	11
Wed Jan 19 17:55:57 2022	1642604157	9	24	33	20
Wed Jan 19 17:56:03 2022	1642604163	21	12	33	9
Wed Jan 19 17:56:01 2022	1642604161	16	17	33	11
Wed Jan 19 17:56:06 2022	1642604166	6	28	33	27
Wed Jan 19 17:56:06 2022	1642604166	6	28	33	27
Wed Jan 19 17:56:01 2022	1642604161	16	17	33	11
Wed Jan 19 17:55:55 2022	1642604155	20	14	33	12
Wed Jan 19 17:55:56 2022	1642604156	8	26	33	26
Wed Jan 19 17:55:55 2022	1642604155	9	24	33	13
Wed Jan 19 17:55:56 2022	1642604156	15	18	33	17
Wed Jan 19 17:56:04 2022	1642604164	7	27	33	26
Wed Jan 19 17:55:58 2022	1642604158	8	25	33	25
Wed Jan 19 17:55:58 2022	1642604158	14	19	33	14
Wed Jan 19 17:55:58 2022	1642604158	15	19	33	15
Wed Jan 19 17:55:58 2022	1642604158	9	24	33	24
Wed Jan 19 17:56:04 2022	1642604164	6	27	33	27
Wed Jan 19 17:55:58 2022	1642604158	10	23	33	17
Wed Jan 19 17:55:55 2022	1642604155	12	21	33	18
Wed Jan 19 17:55:55 2022	1642604155	4	29	33	26
Wed Jan 19 17:56:07 2022	1642604167	18	15	33	15
Wed Jan 19 17:56:01 2022	1642604161	7	26	33	14
Wed Jan 19 17:55:55 2022	1642604155	16	17	33	15
Wed Jan 19 17:56:01 2022	1642604161	14	19	33	12
Wed Jan 19 17:56:06 2022	1642604166	15	19	33	16
Wed Jan 19 17:55:58 2022	1642604158	15	18	33	15
Wed Jan 19 17:56:06 2022	1642604166	5	28	34	28
Wed Jan 19 17:55:54 2022	1642604154	4	30	34	23
Wed Jan 19 17:55:58 2022	1642604158	10	23	34	21
Wed Jan 19 17:56:04 2022	1642604164	13	21	34	16
Wed Jan 19 17:55:54 2022	1642604154	15	18	34	12
Wed Jan 19 17:56:01 2022	1642604161	15	19	34	13
Wed Jan 19 17:56:06 2022	1642604166	6	28	34	28
Wed Jan 19 17:56:04 2022	1642604164	21	13	34	11
Wed Jan 19 17:56:06 2022	1642604166	5	28	34	28
Wed Jan 19 17:55:55 2022	1642604155	22	12	34	5
Wed Jan 19 17:56:04 2022	1642604164	13	21	34	16
Wed Jan 19 17:55:55 2022	1642604155	20	14	34	12
Wed Jan 19 17:55:57 2022	1642604157	14	20	34	13
Wed Jan 19 17:55:58 2022	1642604158	15	19	34	15
Wed Jan 19 17:55:55 2022	1642604155	9	24	34	13
Wed Jan 19 17:56:03 2022	1642604163	21	13	34	9
Wed Jan 19 17:56:03 2022	1642604163	22	11	34	10
Wed Jan 19 17:55:56 2022	1642604156	9	25	34	24
Wed Jan 19 17:56:01 2022	1642604161	14	20	34	10
Wed Jan 19 17:56:04 2022	1642604164	9	24	34	18
Wed Jan 19 17:55:58 2022	1642604158	22	12	34	10
Wed Jan 19 17:56:03 2022	1642604163	20	14	34	8
Wed Jan 19 17:56:01 2022	1642604161	17	17	34	11
Wed Jan 19 17:55:57 2022	1642604157	10	24	34	20
Wed Jan 19 17:55:57 2022	1642604157	7	27	34	24
Wed Jan 19 17:56:02 2022	1642604162	13	20	34	16
Wed Jan 19 17:56:02 2022	1642604162	8	25	34	21
Wed Jan 19 17:56:04 2022	1642604164	6	27	34	27
Wed Jan 19 17:56:04 2022	1642604164	24	10	34	5
Wed Jan 19 17:55:56 2022	1642604156	9	25	34	24
Wed Jan 19 17:56:01 2022	1642604161	14	20	34	13
Wed Jan 19 17:56:04 2022	1642604164	10	24	34	21
Wed Jan 19 17:55:58 2022	1642604158	15	19	34	15
Wed Jan 19 17:56:04 2022	1642604164	12	22	34	16
Wed Jan 19 17:56:06 2022	1642604166	1	32	34	21
Wed Jan 19 17:56:04 2022	1642604164	23	10	34	6
Wed Jan 19 17:55:55 2022	1642604155	5	29	34	26
Wed Jan 19 17:56:04 2022	1642604164	21	13	34	11
Wed Jan 19 17:56:06 2022	1642604166	15	19	34	16
Wed Jan 19 17:56:06 2022	1642604166	2	32	34	21
Wed Jan 19 17:55:55 2022	1642604155	20	14	34	13
Wed Jan 19 17:56:03 2022	1642604163	23	11	34	10
Wed Jan 19 17:55:55 2022	1642604155	10	24	34	13
Wed Jan 19 17:56:01 2022	1642604161	15	19	34	13
Wed Jan 19 17:56:01 2022	1642604161	7	27	34	26
Wed Jan 19 17:56:01 2022	1642604161	7	27	34	26
Wed Jan 19 17:55:58 2022	1642604158	15	19	34	15
Wed Jan 19 17:56:03 2022	1642604163	23	11	34	11
Wed Jan 19 17:56:01 2022	1642604161	7	27	34	27
Wed Jan 19 17:55:55 2022	1642604155	8	26	34	24
Wed Jan 19 17:55:58 2022	1642604158	22	12	34	10
Wed Jan 19 17:56:01 2022	1642604161	7	27	34	26
Wed Jan 19 17:56:01 2022	1642604161	6	28	34	26
Wed Jan 19 17:56:03 2022	1642604163	15	19	34	15
Wed Jan 19 17:55:58 2022	1642604158	3	31	34	23
Wed Jan 19 17:56:04 2022	1642604164	19	15	34	12
Wed Jan 19 17:56:04 2022	1642604164	24	10	34	6
Wed Jan 19 17:56:03 2022	1642604163	21	13	34	9
Wed Jan 19 17:55:56 2022	1642604156	4	30	34	20
Wed Jan 19 17:56:04 2022	1642604164	12	22	34	19
Wed Jan 19 17:55:56 2022	1642604156	8	26	34	20
Wed Jan 19 17:55:55 2022	1642604155	4	30	34	28
Wed Jan 19 17:56:02 2022	1642604162	13	21	34	16
Wed Jan 19 17:55:58 2022	1642604158	15	19	34	15
Wed Jan 19 17:56:04 2022	1642604164	15	19	34	16
Wed Jan 19 17:55:58 2022	1642604158	8	26	34	26
Wed Jan 19 17:55:58 2022	1642604158	4	30	34	24
Wed Jan 19 17:56:04 2022	1642604164	15	20	34	12
Wed Jan 19 17:56:06 2022	1642604166	1	33	34	21
Wed Jan 19 17:56:04 2022	1642604164	13	21	34	16
Wed Jan 19 17:56:04 2022	1642604164	6	28	34	28
Wed Jan 19 17:56:01 2022	1642604161	15	19	34	13
Wed Jan 19 17:55:58 2022	1642604158	3	31	34	23
Wed Jan 19 17:56:04 2022	1642604164	21	13	34	11
Wed Jan 19 17:55:55 2022	1642604155	5	29	34	27
Wed Jan 19 17:56:03 2022	1642604163	20	14	34	8
Wed Jan 19 17:56:04 2022	1642604164	9	25	34	14
Wed Jan 19 17:55:58 2022	1642604158	10	25	34	24
Wed Jan 19 17:55:57 2022	1642604157	11	23	34	22
Wed Jan 19 17:55:57 2022	1642604157	17	18	34	8
Wed Jan 19 17:56:03 2022	1642604163	22	12	34	11
Wed Jan 19 17:55:58 2022	1642604158	10	24	34	17
Wed Jan 19 17:56:01 2022	1642604161	15	19	34	13
Wed Jan 19 17:55:58 2022	1642604158	22	13	34	10
Wed Jan 19 17:56:04 2022	1642604164	24	11	34	7
Wed Jan 19 17:55:55 2022	1642604155	10	25	34	13
Wed Jan 19 17:55:57 2022	1642604157	14	20	34	13
Wed Jan 19 17:56:04 2022	1642604164	24	10	34	6
Wed Jan 19 17:56:01 2022	1642604161	15	20	34	13
Wed Jan 19 17:56:04 2022	1642604164	9	25	34	15
Wed Jan 19 17:55:56 2022	1642604156	7	27	34	27
Wed Jan 19 17:55:55 2022	1642604155	0	34	34	24
Wed Jan 19 17:55:57 2022	1642604157	7	27	34	24
Wed Jan 19 17:56:03 2022	1642604163	22	12	34	10
Wed Jan 19 17:55:58 2022	1642604158	11	24	34	22
Wed Jan 19 17:56:04 2022	1642604164	24	11	34	6
Wed Jan 19 17:56:04 2022	1642604164	24	10	34	7
Wed Jan 19 17:55:57 2022	1642604157	5	30	34	25
Wed Jan 19 17:56:02 2022	1642604162	9	26	34	21
Wed Jan 19 17:56:04 2022	1642604164	19	16	34	14
Wed Jan 19 17:56:04 2022	1642604164	9	26	34	23
Wed Jan 19 17:56:04 2022	1642604164	12	22	34	19
Wed Jan 19 17:55:57 2022	1642604157	10	25	34	20
Wed Jan 19 17:56:04 2022	1642604164	24	11	34	7
Wed Jan 19 17:55:57 2022	1642604157	11	23	34	22
Wed Jan 19 17:56:04 2022	1642604164	6	29	35	28
Wed Jan 19 17:56:04 2022	1642604164	12	23	35	21
Wed Jan 19 17:56:04 2022	1642604164	4	30	35	30
Wed Jan 19 17:55:58 2022	1642604158	15	19	35	15
Wed Jan 19 17:56:04 2022	1642604164	15	20	35	12
Wed Jan 19 17:56:01 2022	1642604161	15	19	35	19
Wed Jan 19 17:56:04 2022	1642604164	4	31	35	30
Wed Jan 19 17:56:04 2022	1642604164	5	29	35	24
Wed Jan 19 17:56:02 2022	1642604162	14	21	35	16
Wed Jan 19 17:55:55 2022	1642604155	5	30	35	27
Wed Jan 19 17:55:55 2022	1642604155	4	30	35	28
Wed Jan 19 17:55:57 2022	1642604157	5	29	35	24
Wed Jan 19 17:56:04 2022	1642604164	15	20	35	10
Wed Jan 19 17:55:54 2022	1642604154	3	32	35	23
Wed Jan 19 17:55:57 2022	1642604157	18	16	35	15
Wed Jan 19 17:56:01 2022	1642604161	15	20	35	13
Wed Jan 19 17:56:04 2022	1642604164	24	11	35	7
Wed Jan 19 17:56:03 2022	1642604163	20	15	35	8
Wed Jan 19 17:55:58 2022	1642604158	22	13	35	10
Wed Jan 19 17:56:03 2022	1642604163	23	12	35	10
Wed Jan 19 17:55:58 2022	1642604158	10	25	35	24
Wed Jan 19 17:55:57 2022	1642604157	14	20	35	12
Wed Jan 19 17:56:06 2022	1642604166	16	19	35	16
Wed Jan 19 17:56:04 2022	1642604164	5	30	35	27
Wed Jan 19 17:56:04 2022	1642604164	4	30	35	30
Wed Jan 19 17:56:04 2022	1642604164	15	19	35	17
Wed Jan 19 17:56:04 2022	1642604164	10	25	35	14
Wed Jan 19 17:56:04 2022	1642604164	9	26	35	23
Wed Jan 19 17:55:57 2022	1642604157	18	17	35	16
Wed Jan 19 17:55:57 2022	1642604157	5	29	35	24
Wed Jan 19 17:56:04 2022	1642604164	24	11	35	6
Wed Jan 19 17:55:55 2022	1642604155	20	15	35	14
Wed Jan 19 17:56:01 2022	1642604161	16	19	35	13
Wed Jan 19 17:56:04 2022	1642604164	19	16	35	14
Wed Jan 19 17:56:04 2022	1642604164	5	29	35	28
Wed Jan 19 17:56:04 2022	1642604164	13	22	35	16
Wed Jan 19 17:56:04 2022	1642604164	9	25	35	16
Wed Jan 19 17:55:57 2022	1642604157	7	27	35	25
Wed Jan 19 17:55:57 2022	1642604157	0	35	35	33
Wed Jan 19 17:56:04 2022	1642604164	6	29	35	28
Wed Jan 19 17:56:02 2022	1642604162	9	26	35	21
Wed Jan 19 17:56:03 2022	1642604163	15	20	35	15
Wed Jan 19 17:56:04 2022	1642604164	5	30	35	28
Wed Jan 19 17:56:06 2022	1642604166	2	33	35	21
Wed Jan 19 17:55:55 2022	1642604155	5	30	35	27
Wed Jan 19 17:56:01 2022	1642604161	16	19	35	13
Wed Jan 19 17:55:55 2022	1642604155	8	27	35	27
Wed Jan 19 17:55:57 2022	1642604157	12	23	35	22
Wed Jan 19 17:56:04 2022	1642604164	5	30	35	27
Wed Jan 19 17:55:57 2022	1642604157	11	24	35	20
Wed Jan 19 17:56:04 2022	1642604164	5	30	35	27
Wed Jan 19 17:56:05 2022	1642604165	3	32	35	20
Wed Jan 19 17:55:58 2022	1642604158	10	25	35	24
Wed Jan 19 17:55:55 2022	1642604155	5	30	35	29
Wed Jan 19 17:55:58 2022	1642604158	8	27	35	26
Wed Jan 19 17:56:02 2022	1642604162	17	18	35	18
Wed Jan 19 17:56:06 2022	1642604166	10	25	35	23
Wed Jan 19 17:55:58 2022	1642604158	11	24	35	18
Wed Jan 19 17:55:57 2022	1642604157	19	16	35	15
Wed Jan 19 17:56:04 2022	1642604164	5	30	35	28
Wed Jan 19 17:56:04 2022	1642604164	5	30	35	27
Wed Jan 19 17:56:02 2022	1642604162	14	21	35	16
Wed Jan 19 17:56:04 2022	1642604164	19	16	35	6
Wed Jan 19 17:56:04 2022	1642604164	20	15	35	12
Wed Jan 19 17:56:04 2022	1642604164	16	20	35	17
Wed Jan 19 17:55:55 2022	1642604155	20	15	35	14
Wed Jan 19 17:55:57 2022	1642604157	10	25	35	20
Wed Jan 19 17:56:04 2022	1642604164	9	26	35	23
Wed Jan 19 17:56:01 2022	1642604161	15	20	35	18
Wed Jan 19 17:56:04 2022	1642604164	12	23	35	19
Wed Jan 19 17:56:04 2022	1642604164	8	27	35	15
Wed Jan 19 17:56:04 2022	1642604164	20	15	35	12
Wed Jan 19 17:55:58 2022	1642604158	10	25	35	18
Wed Jan 19 17:55:57 2022	1642604157	18	17	35	16
Wed Jan 19 17:55:57 2022	1642604157	15	21	35	13
Wed Jan 19 17:56:03 2022	1642604163	23	13	35	10
Wed Jan 19 17:56:04 2022	1642604164	6	30	35	24
Wed Jan 19 17:55:55 2022	1642604155	20	16	35	14
Wed Jan 19 17:56:01 2022	1642604161	16	20	35	19
Wed Jan 19 17:55:58 2022	1642604158	23	13	35	11
Wed Jan 19 17:55:55 2022	1642604155	5	30	35	27
Wed Jan 19 17:55:57 2022	1642604157	12	24	35	22
Wed Jan 19 17:56:04 2022	1642604164	13	22	35	17
Wed Jan 19 17:55:56 2022	1642604156	9	26	35	22
Wed Jan 19 17:55:58 2022	1642604158	10	25	35	24
Wed Jan 19 17:56:02 2022	1642604162	8	27	35	22
Wed Jan 19 17:55:57 2022	1642604157	0	35	35	33
Wed Jan 19 17:56:04 2022	1642604164	23	12	35	11
Wed Jan 19 17:56:03 2022	1642604163	20	15	35	8
Wed Jan 19 17:56:04 2022	1642604164	10	26	35	14
Wed Jan 19 17:56:04 2022	1642604164	4	32	35	31
Wed Jan 19 17:56:04 2022	1642604164	23	12	35	11
Wed Jan 19 17:56:04 2022	1642604164	23	12	35	11
Wed Jan 19 17:55:57 2022	1642604157	16	20	35	16
Wed Jan 19 17:55:57 2022	1642604157	16	20	35	16
Wed Jan 19 17:55:57 2022	1642604157	16	20	35	16
Wed Jan 19 17:55:57 2022	1642604157	11	24	35	20
Wed Jan 19 17:55:57 2022	1642604157	16	19	35	16
Wed Jan 19 17:55:55 2022	1642604155	5	31	35	29
Wed Jan 19 17:55:57 2022	1642604157	16	19	35	16
Wed Jan 19 17:55:57 2022	1642604157	12	24	35	20
Wed Jan 19 17:55:56 2022	1642604156	7	28	35	28
Wed Jan 19 17:56:04 2022	1642604164	16	20	35	17
Wed Jan 19 17:56:06 2022	1642604166	14	22	35	16
Wed Jan 19 17:55:57 2022	1642604157	16	19	35	17
Wed Jan 19 17:55:57 2022	1642604157	8	28	35	25
Wed Jan 19 17:55:56 2022	1642604156	5	30	35	20
Wed Jan 19 17:55:58 2022	1642604158	12	23	35	20
Wed Jan 19 17:56:02 2022	1642604162	9	27	35	21
Wed Jan 19 17:55:55 2022	1642604155	21	15	36	14
Wed Jan 19 17:55:56 2022	1642604156	5	31	36	20
Wed Jan 19 17:55:58 2022	1642604158	22	13	36	10
Wed Jan 19 17:55:58 2022	1642604158	16	20	36	13
Wed Jan 19 17:55:56 2022	1642604156	4	31	36	20
Wed Jan 19 17:55:57 2022	1642604157	10	25	36	21
Wed Jan 19 17:56:04 2022	1642604164	22	13	36	10
Wed Jan 19 17:56:01 2022	1642604161	15	21	36	18
Wed Jan 19 17:56:03 2022	1642604163	16	20	36	15
Wed Jan 19 17:55:56 2022	1642604156	4	32	36	20
Wed Jan 19 17:56:04 2022	1642604164	12	23	36	19
Wed Jan 19 17:55:55 2022	1642604155	22	13	36	13
Wed Jan 19 17:55:55 2022	1642604155	5	30	36	27
Wed Jan 19 17:56:04 2022	1642604164	9	26	36	16
Wed Jan 19 17:55:57 2022	1642604157	12	24	36	22
Wed Jan 19 17:55:57 2022	1642604157	18	18	36	16
Wed Jan 19 17:56:04 2022	1642604164	13	22	36	17
Wed Jan 19 17:55:57 2022	1642604157	10	26	36	21
Wed Jan 19 17:56:02 2022	1642604162	14	22	36	16
Wed Jan 19 17:56:04 2022	1642604164	4	32	36	31
Wed Jan 19 17:56:01 2022	1642604161	16	20	36	19
Wed Jan 19 17:55:56 2022	1642604156	7	28	36	28
Wed Jan 19 17:55:57 2022	1642604157	15	21	36	13
Wed Jan 19 17:55:58 2022	1642604158	3	33	36	23
Wed Jan 19 17:55:58 2022	1642604158	3	33	36	23
Wed Jan 19 17:55:55 2022	1642604155	20	16	36	12
Wed Jan 19 17:55:55 2022	1642604155	15	21	36	21
Wed Jan 19 17:56:04 2022	1642604164	16	20	36	18
Wed Jan 19 17:56:03 2022	1642604163	15	20	36	14
Wed Jan 19 17:55:56 2022	1642604156	10	26	36	23
Wed Jan 19 17:56:04 2022	1642604164	19	17	36	15
Wed Jan 19 17:55:56 2022	1642604156	7	29	36	28
Wed Jan 19 17:55:58 2022	1642604158	11	25	36	18
Wed Jan 19 17:55:58 2022	1642604158	3	33	36	23
Wed Jan 19 17:55:57 2022	1642604157	10	26	36	21
Wed Jan 19 17:56:03 2022	1642604163	20	16	36	8
Wed Jan 19 17:55:55 2022	1642604155	5	31	36	29
Wed Jan 19 17:56:04 2022	1642604164	24	12	36	11
Wed Jan 19 17:55:55 2022	1642604155	21	15	36	14
Wed Jan 19 17:55:58 2022	1642604158	3	33	36	23
Wed Jan 19 17:55:56 2022	1642604156	7	29	36	29
Wed Jan 19 17:55:58 2022	1642604158	16	20	36	13
Wed Jan 19 17:55:58 2022	1642604158	3	33	36	23
Wed Jan 19 17:56:04 2022	1642604164	10	26	36	20
Wed Jan 19 17:55:58 2022	1642604158	23	13	36	10
Wed Jan 19 17:55:58 2022	1642604158	12	23	36	20
Wed Jan 19 17:55:57 2022	1642604157	10	26	36	21
Wed Jan 19 17:56:04 2022	1642604164	16	20	36	17
Wed Jan 19 17:55:58 2022	1642604158	10	25	36	24
Wed Jan 19 17:55:57 2022	1642604157	11	25	36	21
Wed Jan 19 17:55:58 2022	1642604158	15	21	36	7
Wed Jan 19 17:55:56 2022	1642604156	8	28	36	20
Wed Jan 19 17:56:06 2022	1642604166	20	16	36	13
Wed Jan 19 17:55:57 2022	1642604157	12	24	36	22
Wed Jan 19 17:56:03 2022	1642604163	16	20	36	15
Wed Jan 19 17:55:54 2022	1642604154	4	32	36	23
Wed Jan 19 17:56:04 2022	1642604164	13	23	36	17
Wed Jan 19 17:55:57 2022	1642604157	8	28	36	25
Wed Jan 19 17:55:58 2022	1642604158	2	34	36	30
Wed Jan 19 17:55:57 2022	1642604157	18	18	36	17
Wed Jan 19 17:55:58 2022	1642604158	9	27	36	27
Wed Jan 19 17:55:56 2022	1642604156	4	32	36	20
Wed Jan 19 17:55:55 2022	1642604155	29	7	36	5
Wed Jan 19 17:55:57 2022	1642604157	15	21	36	13
Wed Jan 19 17:56:07 2022	1642604167	19	17	36	16
Wed Jan 19 17:55:55 2022	1642604155	6	31	36	30
Wed Jan 19 17:56:02 2022	1642604162	14	22	36	16
Wed Jan 19 17:55:55 2022	1642604155	21	15	36	14
Wed Jan 19 17:55:58 2022	1642604158	23	14	36	11
Wed Jan 19 17:56:01 2022	1642604161	16	20	36	19
Wed Jan 19 17:56:01 2022	1642604161	16	20	36	11
Wed Jan 19 17:56:01 2022	1642604161	16	21	36	18
Wed Jan 19 17:55:56 2022	1642604156	7	29	36	29
Wed Jan 19 17:55:56 2022	1642604156	3	33	36	30
Wed Jan 19 17:55:58 2022	1642604158	13	24	36	20
Wed Jan 19 17:56:04 2022	1642604164	12	24	36	19
Wed Jan 19 17:55:55 2022	1642604155	5	31	36	29
Wed Jan 19 17:55:57 2022	1642604157	20	17	36	14
Wed Jan 19 17:55:56 2022	1642604156	7	29	36	29
Wed Jan 19 17:55:55 2022	1642604155	20	16	36	12
Wed Jan 19 17:56:07 2022	1642604167	18	18	36	16
Wed Jan 19 17:56:06 2022	1642604166	19	17	36	15
Wed Jan 19 17:55:55 2022	1642604155	9	27	36	27
Wed Jan 19 17:56:04 2022	1642604164	14	23	36	17
Wed Jan 19 17:56:06 2022	1642604166	20	16	36	13
Wed Jan 19 17:55:57 2022	1642604157	18	18	36	17
Wed Jan 19 17:55:58 2022	1642604158	12	25	36	24
Wed Jan 19 17:55:58 2022	1642604158	3	34	36	30
Wed Jan 19 17:55:57 2022	1642604157	16	21	36	20
Wed Jan 19 17:56:04 2022	1642604164	12	25	36	21
Wed Jan 19 17:56:03 2022	1642604163	20	16	36	8
Wed Jan 19 17:56:02 2022	1642604162	16	21	36	17
Wed Jan 19 17:55:57 2022	1642604157	12	24	36	22
Wed Jan 19 17:55:56 2022	1642604156	10	27	36	26
Wed Jan 19 17:55:58 2022	1642604158	11	26	36	24
Wed Jan 19 17:55:58 2022	1642604158	3	34	36	24
Wed Jan 19 17:55:54 2022	1642604154	4	33	36	32
Wed Jan 19 17:55:58 2022	1642604158	2	34	36	24
Wed Jan 19 17:56:04 2022	1642604164	16	20	37	17
Wed Jan 19 17:55:55 2022	1642604155	6	31	37	30
Wed Jan 19 17:56:01 2022	1642604161	16	21	37	18
